,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32
1228,1059170.0,4750.0,14300.0, 36 months,7.49%,334.16,AutoZone,5 years,MORTGAGE,192000.0,Verified,Fully Paid,car,MD,6.9,0.0,1.0,8.0,0.0,2612.0,19.0,0.0,13787.9908,6000.0,18299.17,0.0,0.0,0.0,5192.34,0.0,0.0,C
1229,1226548.0,7200.0,7400.0, 36 months,12.42%,933.14,aurora textile,5 years,RENT,100000.0,Verified,Fully Paid,debt_consolidation,SC,20.61,0.0,1.0,14.0,0.0,11467.0,35.0,0.0,5715.56,8160.02,528.37,0.0,0.0,5.626100002,669.73,0.0,0.0,B
1230,1025798.0,10000.0,27875.0, 60 months,17.99%,326.92,Milwaukee School of Engineering,1 year,RENT,81000.0,Verified,Fully Paid,debt_consolidation,NY,13.44,0.0,0.0,10.0,0.0,11736.0,13.0,0.0,7444.64124,2281.49,2514.39,0.0,0.0,0.0,307.07,0.0,0.0,B
1231,1060562.0,21650.0,11000.0, 36 months,14.65%,184.23,Opnet Technologies,10+ years,MORTGAGE,80000.0,Source Verified,Fully Paid,debt_consolidation,CT,13.2,0.0,3.0,6.0,0.0,25913.0,5.0,0.0,35582.70997,10000.0,907.68,0.0,571.11,0.0,712.33,0.0,0.0,B
1232,1204625.0,12800.0,15000.0, 60 months,10.99%,162.73,Opportunity International,6 years,MORTGAGE,72000.0,Source Verified,Fully Paid,credit_card,LA,10.28,1.0,0.0,9.0,0.0,5759.0,23.0,0.0,7035.93,6926.82,6087.07,0.0,0.0,0.0,8962.13,0.0,0.0,D
1233,1300495.0,6000.0,9600.0, 36 months,6.03%,104.75,banner gateway hospital,10+ years,RENT,35000.0,Verified,Fully Paid,other,CA,13.75,0.0,0.0,7.0,0.0,6811.0,29.0,0.0,8100.969288,6000.0,429.99,0.0,0.0,0.0,275.86,0.0,0.0,D
1234,1220553.0,3000.0,5000.0, 36 months,12.69%,79.39,TMP worldwide,< 1 year,MORTGAGE,40000.0,Source Verified,Fully Paid,other,FL,3.67,0.0,2.0,11.0,0.0,38283.0,35.0,0.0,4161.9,5275.0,1304.58,0.0,140.55,0.0,180.39,0.0,0.0,D
1235,1229913.0,9100.0,6000.0, 36 months,18.64%,307.04,,10+ years,MORTGAGE,30000.0,Source Verified,Fully Paid,debt_consolidation,CO,18.83,0.0,1.0,7.0,0.0,9752.0,29.0,0.0,14683.19999,14400.0,447.23,0.0,0.0,0.0,5395.83,0.0,0.0,C
1236,1230432.0,10000.0,10000.0, 60 months,17.58%,235.69,Ladies Professional Golf Association,10+ years,MORTGAGE,60000.0,Verified,Charged Off,debt_consolidation,NJ,10.07,0.0,0.0,6.0,0.0,9381.0,23.0,2235.1,25246.05816,28000.0,281.62,0.0,0.0,0.0,6977.68,0.0,0.0,A
1237,1033754.0,6400.0,35000.0, 36 months,8.49%,132.12,"village supermarket, inc",10+ years,RENT,40000.0,Not Verified,Fully Paid,credit_card,NY,13.72,0.0,0.0,16.0,0.0,13087.0,26.0,0.0,7210.994994,12000.0,573.89,0.0,0.0,0.0,13988.21,0.0,0.0,B
1238,1099939.0,29000.0,16800.0, 36 months,19.03%,503.19,maroone chevrolet of west dade,10+ years,RENT,46000.0,Source Verified,Fully Paid,debt_consolidation,VA,17.18,0.0,0.0,12.0,0.0,2639.0,6.0,0.0,38752.27505,4500.0,2248.74,0.0,0.0,0.0,465.35,0.0,0.0,C
1239,1027760.0,10000.0,17000.0, 36 months,8.49%,322.25,Delta Air Lines,2 years,RENT,40000.0,Source Verified,Fully Paid,credit_card,NJ,11.26,0.0,1.0,2.0,1.0,61056.0,10.0,0.0,3664.42,10947.18,10537.19,0.0,0.0,0.0,200.21,0.0,0.0,C
1240,1268016.0,12400.0,8500.0, 60 months,12.69%,467.23,Ogilvy CommonHealth,10+ years,MORTGAGE,75000.0,Verified,Fully Paid,small_business,FL,10.93,0.0,0.0,9.0,0.0,2881.0,31.0,0.0,15749.03933,13500.0,2653.49,15.0,0.0,0.0,171.11,0.0,0.0,B
1241,1083510.0,6400.0,12000.0, 36 months,10.65%,469.36,Anchor Sign  Inc.,1 year,RENT,64000.0,Source Verified,Fully Paid,debt_consolidation,MI,12.98,0.0,1.0,10.0,0.0,0.0,21.0,0.0,8450.150002,1760.27,1338.92,14.98565915,0.0,0.0,411.71,0.0,0.0,B
1242,1027010.0,16000.0,23950.0, 36 months,17.99%,343.89,City of San Francisco,5 years,OWN,40000.0,Source Verified,Charged Off,wedding,NY,8.18,0.0,0.0,7.0,0.0,5228.0,23.0,0.0,24017.83338,16000.0,2814.08,0.0,0.0,0.0,549.96,0.0,0.0,A
1243,1015875.0,15000.0,1000.0, 36 months,11.49%,167.4,transitown usa,10+ years,MORTGAGE,42000.0,Source Verified,Fully Paid,debt_consolidation,CA,10.33,0.0,0.0,3.0,0.0,3782.0,24.0,0.0,5599.93,7500.0,7293.51,0.0,0.0,0.0,998.22,0.0,0.0,A
1244,1279310.0,16000.0,26000.0, 36 months,13.49%,671.01,Animal Kind Veterinary Hospital,4 years,RENT,60000.0,Source Verified,Fully Paid,debt_consolidation,CA,13.47,0.0,1.0,9.0,0.0,9614.0,29.0,0.0,1628.64,8200.0,2225.5,15.0,0.0,0.0,564.87,0.0,0.0,C
1245,1202731.0,8000.0,35000.0, 36 months,7.90%,304.36,Livable Forest Fence,3 years,RENT,89900.0,Verified,Fully Paid,other,CA,14.08,0.0,2.0,10.0,0.0,24994.0,14.0,0.0,15888.04994,9400.0,8595.25,0.0,0.0,0.0,761.9,0.0,0.0,C
1246,1081342.0,7350.0,5000.0, 36 months,15.27%,184.23,Hope Hospice,6 years,MORTGAGE,40000.0,Source Verified,Fully Paid,vacation,RI,5.23,0.0,0.0,16.0,0.0,8738.0,16.0,0.0,15696.40146,8000.0,2157.92,0.0,0.0,0.0,212.24,0.0,0.0,B
1247,1253673.0,20000.0,21000.0, 36 months,19.42%,670.43,Wells Fargo,10+ years,RENT,85000.0,Source Verified,Fully Paid,debt_consolidation,KS,24.09,0.0,3.0,11.0,0.0,5881.0,20.0,0.0,11311.58,7000.0,7752.24,0.0,0.0,0.0,308.92,0.0,0.0,B
1248,1301632.0,7500.0,3100.0, 60 months,10.65%,386.7,united states postal service,< 1 year,MORTGAGE,65000.0,Source Verified,Charged Off,debt_consolidation,CA,16.33,0.0,0.0,10.0,0.0,14383.0,30.0,0.0,17561.61998,1245.02,1008.44,0.0,137.21,0.0,5569.67,0.0,0.0,D
1249,1068478.0,12000.0,8700.0, 36 months,13.49%,257.66,AECC Pearlman Buying Group,,MORTGAGE,80004.0,Source Verified,Fully Paid,home_improvement,FL,18.1,0.0,1.0,9.0,0.0,34045.0,32.0,0.0,5677.254946,17615.54,2772.76,0.0,0.0,11.15,217.72,0.0,0.0,D
1250,1069837.0,12600.0,10000.0, 36 months,7.90%,307.24,Giant,4 years,MORTGAGE,72000.0,Verified,Fully Paid,debt_consolidation,MN,1.75,0.0,2.0,9.0,0.0,10209.0,25.0,574.37,19868.62,17614.41,438.01,0.0,0.0,2.31,18014.61,0.0,0.0,B
1251,1287154.0,25000.0,5200.0, 60 months,12.42%,335.45,,10+ years,MORTGAGE,75000.0,Source Verified,Fully Paid,debt_consolidation,GA,3.6,0.0,0.0,6.0,0.0,12144.0,16.0,0.0,12185.81,7205.81,2967.13,0.0,0.0,0.0,226.34,0.0,0.0,B
1252,1287209.0,7000.0,2650.0, 36 months,15.96%,254.44,"Wizard Computer Services, Inc.",8 years,MORTGAGE,86945.0,Source Verified,Fully Paid,medical,OR,18.2,0.0,0.0,6.0,0.0,6322.0,12.0,0.0,9616.14,5000.0,2934.78,0.0,0.0,0.0,364.7,0.0,0.0,B
1253,1288418.0,10000.0,11875.0, 60 months,10.99%,386.15,NYU Langone Medical Center,4 years,MORTGAGE,75000.0,Verified,Charged Off,debt_consolidation,IL,6.82,1.0,2.0,11.0,0.0,9217.0,19.0,0.0,10683.73,12500.0,816.04,0.0,0.0,0.0,430.14,0.0,0.0,A
1254,1243554.0,25000.0,14000.0, 60 months,15.27%,451.9,Internal Revenue Service,6 years,RENT,234000.0,Not Verified,Current,home_improvement,FL,18.45,0.0,1.0,3.0,0.0,33845.0,13.0,0.0,5478.387981,12000.0,5227.26,0.0,0.0,0.0,10676.89,0.0,0.0,C
1255,1188963.0,12000.0,8000.0, 36 months,12.99%,312.91,BC-BS of South Carolina,10+ years,MORTGAGE,59000.0,Source Verified,Fully Paid,car,KS,18.31,0.0,2.0,8.0,0.0,10075.0,8.0,0.0,14207.1728,3300.0,12914.22,0.0,0.0,0.0,1465.08,0.0,0.0,B
1256,1267932.0,7500.0,4000.0, 36 months,17.58%,769.57,,< 1 year,RENT,31200.0,Not Verified,Fully Paid,debt_consolidation,CO,3.04,0.0,2.0,6.0,0.0,7159.0,30.0,0.0,26292.04181,7200.0,2757.02,30.17195151,0.0,0.0,402.65,0.0,0.0,A
1257,1275705.0,14400.0,14500.0, 36 months,7.90%,360.41,American Signature Furniture,8 years,RENT,74000.0,Not Verified,Fully Paid,vacation,IL,13.85,0.0,3.0,13.0,0.0,16906.0,11.0,0.0,16618.77651,747.93,1139.75,0.0,0.0,0.0,15806.85,0.0,0.0,A
1258,1223033.0,20000.0,8000.0, 60 months,12.42%,805.17,Dr.LeFelt,3 years,RENT,30000.0,Not Verified,Fully Paid,debt_consolidation,SC,10.49,0.0,0.0,17.0,0.0,16167.0,28.0,0.0,8569.67253,8395.29,2720.11,14.96392047,0.0,0.0,6962.14,0.0,0.0,B
1259,1191082.0,8000.0,6200.0, 36 months,13.49%,362.48,,,MORTGAGE,24044.0,Not Verified,Fully Paid,debt_consolidation,NC,13.23,0.0,0.0,12.0,0.0,41588.0,10.0,0.0,4533.54,16000.0,1841.69,0.0,0.0,0.0,597.64,0.0,0.0,E
1260,1066562.0,7000.0,16000.0, 36 months,11.99%,246.99,AT&T,< 1 year,RENT,200000.0,Not Verified,Current,credit_card,MD,18.93,0.0,0.0,15.0,0.0,9280.0,13.0,0.0,7111.904502,1600.0,5376.74,0.0,0.0,1.180400004,17878.92,0.0,0.0,A
1261,1250923.0,18200.0,11200.0, 60 months,11.71%,1269.73,,8 years,RENT,47580.0,Not Verified,Fully Paid,credit_card,AZ,6.27,0.0,2.0,9.0,0.0,12943.0,20.0,0.0,31770.34021,11124.35,316.5,0.0,0.0,0.0,7423.06,0.0,0.0,A
1262,1278758.0,10000.0,14000.0, 60 months,5.42%,217.78,CLTCEC,10+ years,MORTGAGE,42480.0,Verified,Fully Paid,other,IL,13.47,0.0,3.0,17.0,0.0,13715.0,21.0,0.0,3384.97,15000.0,1004.22,0.0,0.0,0.0,254.69,0.0,0.0,A
1263,1202804.0,12000.0,22000.0, 36 months,9.91%,358.85,Unum,6 years,RENT,15456.0,Source Verified,Fully Paid,car,TX,21.15,0.0,0.0,16.0,0.0,2454.0,42.0,0.0,13974.76002,5375.36,2345.47,30.0,0.0,0.0,1049.0,0.0,0.0,A
1264,1237412.0,12000.0,7300.0, 36 months,15.99%,146.74,University of Illinois,4 years,MORTGAGE,64000.0,Verified,Charged Off,other,CA,8.25,0.0,1.0,12.0,0.0,4536.0,18.0,0.0,4500.77,2000.0,2903.38,0.0,0.0,0.0,8938.65,0.0,0.0,B
1265,1207343.0,14000.0,2500.0, 36 months,6.99%,871.11,"Law Office of Cathleen Gulledge, LLC",9 years,RENT,28000.0,Verified,Fully Paid,debt_consolidation,NY,14.97,0.0,2.0,19.0,0.0,21005.0,31.0,0.0,9114.90001,35000.0,1626.53,0.0,0.0,0.0,255.4,0.0,0.0,B
1266,1289780.0,10000.0,17475.0, 60 months,10.99%,575.88,,2 years,OWN,56500.0,Verified,Fully Paid,other,FL,12.07,0.0,0.0,16.0,0.0,15647.0,33.0,0.0,9855.228629,7125.0,271.01,0.0,0.0,0.0,655.82,0.0,0.0,A
1267,1249076.0,3600.0,6000.0, 36 months,7.90%,665.86,Dept of Transportation / FAA,2 years,RENT,75000.0,Source Verified,Fully Paid,debt_consolidation,NJ,14.34,0.0,0.0,6.0,0.0,9722.0,19.0,0.0,6601.946359,17000.0,1196.57,0.0,0.0,0.0,304.62,0.0,0.0,B
1268,1048915.0,25000.0,6000.0, 60 months,12.42%,175.09,Signature Press,,RENT,57600.0,Verified,Charged Off,debt_consolidation,VA,4.41,0.0,0.0,10.0,0.0,12775.0,18.0,0.0,4398.302299,25000.0,479.93,0.0,0.0,0.0,8640.22,0.0,0.0,A
1269,1110036.0,4800.0,9600.0, 36 months,11.49%,533.98,Hill and Knowlton,9 years,RENT,113592.0,Verified,Charged Off,debt_consolidation,NC,16.05,0.0,1.0,12.0,0.0,12973.0,16.0,0.0,5088.64,6000.0,754.06,0.0,0.0,0.0,28101.18,0.0,0.0,G
1270,1282648.0,15875.0,12000.0, 36 months,10.99%,243.34,The Walt Disney Company,5 years,RENT,73882.0,Source Verified,Fully Paid,credit_card,NY,17.17,0.0,2.0,8.0,0.0,3041.0,29.0,0.0,148.32,15000.0,9819.04,0.0,0.0,0.0,1655.54,0.0,0.0,A
1271,1015057.0,22250.0,15000.0, 36 months,15.96%,921.26,BCI,,MORTGAGE,185000.0,Verified,Fully Paid,debt_consolidation,TX,22.99,0.0,0.0,10.0,0.0,5615.0,29.0,0.0,5590.777422,15000.0,270.26,48.39,0.0,0.0,389.34,0.0,0.0,B
1272,1279484.0,15000.0,3600.0, 60 months,12.69%,76.05,AMG Medical,4 years,MORTGAGE,145008.0,Verified,Fully Paid,debt_consolidation,MA,7.77,0.0,3.0,9.0,0.0,3102.0,20.0,0.0,10616.72525,3200.0,737.41,0.0,0.0,0.0,1759.65,0.0,0.0,A
1273,1054867.0,23000.0,4500.0, 36 months,7.90%,365.23,"Starpoint Properties, LLC",3 years,MORTGAGE,43000.0,Source Verified,Fully Paid,major_purchase,NY,20.84,0.0,4.0,9.0,0.0,33021.0,32.0,0.0,3696.22,11000.0,568.6,0.0,0.0,0.0,1508.7,0.0,0.0,A
1274,1278654.0,7125.0,12600.0, 60 months,12.99%,195.27,Elk Public House,2 years,RENT,62068.8,Source Verified,Current,credit_card,OK,23.92,0.0,2.0,5.0,0.0,22141.0,15.0,0.0,41988.12524,10000.0,1594.77,15.0,0.0,0.0,517.97,0.0,0.0,B
1275,910027.0,20000.0,4900.0, 36 months,15.96%,406.21,Livingston Parish School Board,8 years,RENT,64600.0,Verified,Fully Paid,debt_consolidation,AZ,21.02,0.0,0.0,5.0,0.0,4641.0,32.0,734.63,15782.03416,15000.0,2522.02,0.0,0.0,0.0,773.44,0.0,0.0,C
1276,1218303.0,6000.0,4000.0, 60 months,8.90%,222.28,Fifth Third Bank,< 1 year,OWN,7200.0,Source Verified,Fully Paid,debt_consolidation,OR,23.1,0.0,0.0,8.0,0.0,9664.0,28.0,2686.69,25284.79,6200.0,1413.94,0.0,0.0,0.0,6052.08,0.0,0.0,D
1277,1013734.0,10000.0,3600.0, 36 months,7.90%,246.2,Obiter Research,10+ years,MORTGAGE,80000.0,Not Verified,Fully Paid,debt_consolidation,CA,4.92,3.0,0.0,18.0,0.0,6341.0,21.0,0.0,16158.25,20000.0,2076.89,0.0,0.0,7.66,287.22,0.0,0.0,A
1278,1052701.0,18000.0,8000.0, 36 months,7.90%,284.31,InMotion Hosting,4 years,MORTGAGE,20988.0,Source Verified,Fully Paid,debt_consolidation,NY,13.26,0.0,0.0,10.0,0.0,657.0,17.0,0.0,13155.34658,10000.0,9710.68,0.0,0.0,0.0,6175.65,0.0,0.0,C
1279,1280539.0,15000.0,4800.0, 36 months,14.65%,407.17,BOEING,4 years,OWN,68500.0,Not Verified,Charged Off,debt_consolidation,NY,12.11,0.0,0.0,11.0,0.0,7550.0,23.0,0.0,10607.28162,13225.0,290.54,0.0,0.0,0.0,290.38,0.0,0.0,A
1280,1019206.0,9000.0,8000.0, 60 months,13.49%,241.46,Sacramento County,10+ years,RENT,35000.0,Not Verified,Fully Paid,debt_consolidation,CA,12.15,0.0,0.0,7.0,0.0,17554.0,27.0,0.0,11387.44049,25000.0,421.31,0.0,0.0,0.0,564.57,0.0,0.0,A
1281,1242175.0,13650.0,14400.0, 36 months,7.90%,533.08,Florida International University,10+ years,RENT,45000.0,Not Verified,Fully Paid,medical,CA,6.83,0.0,0.0,5.0,0.0,31748.0,6.0,0.0,25355.56014,4800.0,5190.28,0.0,0.0,0.0,6479.78,0.0,1.0,F
1282,1272830.0,1000.0,4500.0, 60 months,12.69%,254.44,"BRE Properties, Inc.",9 years,RENT,33600.0,Not Verified,Fully Paid,debt_consolidation,TX,20.9,0.0,1.0,15.0,0.0,16981.0,30.0,0.0,14948.41883,4622.41,1661.21,0.0,0.0,0.0,285.29,0.0,0.0,C
1283,1062750.0,22000.0,14000.0, 36 months,20.25%,456.54,At&t,5 years,RENT,46000.0,Not Verified,Fully Paid,debt_consolidation,NJ,23.0,0.0,1.0,6.0,0.0,33803.0,32.0,0.0,26406.88143,10000.0,760.21,0.0,0.0,0.0,7542.46,0.0,0.0,A
1284,1230307.0,30000.0,6000.0, 36 months,7.51%,210.73,Penn State University,,MORTGAGE,47000.0,Verified,Fully Paid,home_improvement,CT,15.84,0.0,3.0,5.0,0.0,32930.0,41.0,0.0,8230.397506,1502.12,10957.56,0.0,961.74,0.0,787.17,0.0,0.0,A
1285,1262441.0,5200.0,7000.0, 36 months,10.65%,80.66,Illinois Association of REALTORS,9 years,MORTGAGE,40000.0,Verified,Current,credit_card,PA,6.86,0.0,0.0,9.0,1.0,8690.0,22.0,0.0,8001.780001,7000.0,929.58,0.0,16.38,0.0,322.75,0.0,0.0,B
1286,1070935.0,26300.0,10000.0, 36 months,10.59%,277.0,Hilton Worldwide,4 years,MORTGAGE,49000.0,Source Verified,Current,debt_consolidation,CA,8.84,0.0,1.0,6.0,0.0,0.0,22.0,0.0,14686.89,24000.0,800.46,0.0,0.0,0.0,297.72,0.0,0.0,B
1287,1281204.0,5000.0,2500.0, 36 months,12.42%,1288.1,Erickson AirCrane,10+ years,RENT,52000.0,Not Verified,Fully Paid,credit_card,GA,10.4,0.0,0.0,4.0,0.0,17285.0,25.0,0.0,29912.43471,6000.0,401.85,0.0,0.0,0.0,3789.97,0.0,0.0,B
1288,1291090.0,35000.0,19425.0, 36 months,17.58%,382.74,stew leonard,5 years,MORTGAGE,47840.0,Not Verified,Fully Paid,debt_consolidation,FL,16.77,0.0,0.0,4.0,0.0,21829.0,33.0,0.0,4446.366967,10000.0,271.96,180.2,0.0,137.7054,167.26,0.0,0.0,A
1289,1234351.0,7000.0,6200.0, 36 months,16.49%,267.33,UHS,1 year,MORTGAGE,102000.0,Not Verified,Charged Off,credit_card,KS,5.11,1.0,1.0,7.0,0.0,24194.0,37.0,0.0,14148.47638,10000.0,1436.44,0.0,0.0,0.0,8825.01,0.0,0.0,D
1290,1097448.0,14000.0,9000.0, 36 months,8.49%,343.09,ARC of Rockland,10+ years,RENT,26900.0,Source Verified,Charged Off,debt_consolidation,PA,16.36,0.0,1.0,17.0,0.0,27686.0,20.0,0.0,7443.346848,19800.0,813.25,0.0,0.0,0.0,4505.85,0.0,0.0,D
1291,1103461.0,12000.0,2200.0, 36 months,17.27%,147.7,CDCR/Stockton Parole,4 years,MORTGAGE,20000.0,Verified,Fully Paid,medical,MD,6.42,0.0,3.0,9.0,0.0,5987.0,21.0,0.0,7410.670002,3939.57,3266.61,0.0,0.0,0.0,28.39,0.0,0.0,E
1292,1191824.0,35000.0,30000.0, 60 months,12.69%,340.16,Northern Trust Company,,RENT,78386.0,Verified,Fully Paid,wedding,CA,5.46,0.0,0.0,7.0,0.0,7922.0,24.0,0.0,0.0,4200.0,1041.96,0.0,388.87,0.0,22942.74,0.0,0.0,A
1293,1234259.0,20000.0,18000.0, 60 months,13.49%,94.69,Microsoft,,MORTGAGE,50026.0,Verified,Charged Off,house,NJ,11.2,0.0,1.0,11.0,0.0,7207.0,22.0,1391.92,30260.49,15000.0,9992.24,0.0,0.0,0.0,72.83,0.0,0.0,C
1294,1010068.0,6000.0,5000.0, 60 months,5.42%,912.53,Floor Productions llc,10+ years,RENT,65000.0,Source Verified,Charged Off,debt_consolidation,NY,15.54,0.0,1.0,4.0,0.0,7082.0,46.0,0.0,16563.17212,14000.0,1435.9,0.0,0.0,0.0,240.17,0.0,0.0,B
1295,1098218.0,1450.0,14500.0, 36 months,15.62%,214.93,Crowel & Moring,< 1 year,MORTGAGE,65000.0,Source Verified,Fully Paid,major_purchase,CO,10.82,0.0,1.0,6.0,0.0,13152.0,26.0,0.0,11717.74482,6000.0,953.67,0.0,0.0,0.0,4204.95,0.0,0.0,B
1296,1279286.0,18000.0,6100.0, 36 months,19.29%,123.5,Central School District 301,4 years,RENT,72000.0,Not Verified,Fully Paid,credit_card,SD,13.36,0.0,0.0,12.0,0.0,52736.0,23.0,0.0,44061.74635,35000.0,1216.44,0.0,113.76,0.0,238.25,0.0,0.0,D
1297,1290838.0,21000.0,3600.0, 60 months,6.62%,1139.08,County of San Bernardino,1 year,MORTGAGE,51928.0,Source Verified,Fully Paid,debt_consolidation,WA,13.04,0.0,0.0,7.0,0.0,37866.0,23.0,1946.09,22890.62354,24000.0,1553.74,0.0,0.0,0.0,2690.04,0.0,0.0,C
1298,1250807.0,12000.0,6500.0, 36 months,7.90%,87.09,thermospas,3 years,RENT,63400.0,Source Verified,Fully Paid,credit_card,AZ,4.02,0.0,3.0,9.0,0.0,4645.0,19.0,0.0,6472.309999,14000.0,8556.71,0.0,0.0,7.07,1566.18,0.0,0.0,B
1299,1290760.0,13200.0,16000.0, 60 months,7.90%,287.46,GenOn,1 year,RENT,39500.0,Verified,Fully Paid,debt_consolidation,FL,18.36,0.0,1.0,7.0,0.0,14625.0,47.0,0.0,3622.23131,15000.0,1435.99,0.0,0.0,0.0,966.88,0.0,0.0,B
1300,1194967.0,16000.0,27050.0, 36 months,6.03%,472.14,Generac,7 years,RENT,50000.0,Not Verified,Charged Off,major_purchase,MD,18.23,0.0,1.0,7.0,0.0,6388.0,17.0,0.0,16828.30737,400.19,194.28,0.0,0.0,0.0,5.53,0.0,0.0,B
1301,1032594.0,12000.0,13000.0, 60 months,7.90%,468.17,Foothill De Anza Community College Distr,4 years,RENT,50000.0,Verified,Fully Paid,debt_consolidation,PA,16.75,0.0,0.0,13.0,0.0,15077.0,14.0,0.0,16317.26998,3000.0,828.06,0.0,0.0,0.0,386.72,0.0,0.0,B
1302,1260751.0,5000.0,10000.0, 60 months,13.49%,281.62,Alameda County,10+ years,MORTGAGE,105500.0,Not Verified,Fully Paid,major_purchase,AZ,16.63,0.0,1.0,11.0,0.0,28980.0,23.0,0.0,29237.32,21000.0,1892.96,0.0,0.0,0.0,366.53,0.0,0.0,B
1303,1105554.0,25000.0,13200.0, 36 months,5.99%,144.1,"SunTrust Bank, Inc.",4 years,OWN,55000.0,Not Verified,Fully Paid,debt_consolidation,CT,11.45,0.0,2.0,12.0,0.0,2787.0,39.0,0.0,25651.41647,3000.0,387.69,0.0,0.0,0.0,361.12,0.0,0.0,D
1304,1274787.0,4000.0,20000.0, 36 months,13.49%,426.1,VA Medical Center,2 years,RENT,56510.0,Source Verified,Fully Paid,car,FL,5.34,0.0,2.0,3.0,0.0,17964.0,31.0,0.0,8587.700529,10714.12,2921.1,86.38000004,0.0,0.0,246.32,0.0,0.0,B
1305,1263512.0,13000.0,10000.0, 60 months,12.69%,307.43,KNOX COMMUNITY HOSPITAL,4 years,RENT,115000.0,Source Verified,Charged Off,debt_consolidation,TX,3.0,1.0,0.0,4.0,0.0,15580.0,14.0,0.0,14269.16544,12000.0,3760.55,0.0,0.0,0.0,17597.68,0.0,0.0,B
1306,1041517.0,10000.0,30000.0, 36 months,6.99%,451.9,Pathology Associates Medical Laboratory ,10+ years,RENT,62000.0,Not Verified,Fully Paid,debt_consolidation,NY,9.5,0.0,3.0,6.0,0.0,15409.0,16.0,0.0,2608.612559,5271.11,4590.08,0.0,0.0,0.0,493.62,0.0,0.0,D
1307,1063308.0,10000.0,20500.0, 36 months,6.03%,221.6,ODOT,8 years,RENT,146000.0,Source Verified,Fully Paid,debt_consolidation,GA,12.48,0.0,0.0,4.0,0.0,1929.0,11.0,0.0,31832.18997,8000.0,1693.43,0.0,991.46,0.0,14468.07,0.0,0.0,E
1308,1064666.0,10000.0,5600.0, 36 months,12.42%,156.36,Team Industries,< 1 year,OWN,81696.0,Verified,Charged Off,debt_consolidation,MO,12.38,0.0,0.0,22.0,0.0,27255.0,16.0,0.0,13584.62855,20400.0,2802.76,0.0,0.0,0.0,8034.75,0.0,0.0,A
1309,1259961.0,15775.0,7600.0, 36 months,13.49%,372.46,Baker Distributing,,MORTGAGE,60000.0,Not Verified,Fully Paid,home_improvement,RI,6.32,0.0,2.0,12.0,0.0,7072.0,7.0,0.0,11396.07862,13000.0,3407.18,0.0,0.0,0.0,411.89,0.0,0.0,B
1310,1220450.0,17400.0,7800.0, 36 months,10.65%,207.06,Summit Medical Care,6 years,MORTGAGE,85000.0,Verified,Fully Paid,major_purchase,CA,17.43,1.0,1.0,8.0,0.0,10727.0,24.0,0.0,2052.08,3400.0,478.39,0.0,0.0,0.0,18.6,0.0,0.0,B
1311,1231334.0,20900.0,13000.0, 60 months,11.49%,99.63,Genesis Healthcare,4 years,MORTGAGE,29120.0,Not Verified,Fully Paid,debt_consolidation,CA,24.52,0.0,0.0,10.0,0.0,13634.0,31.0,0.0,3708.24,29778.34,1638.08,0.0,0.0,0.0,309.0,0.0,0.0,B
1312,1229681.0,4800.0,24000.0, 36 months,8.90%,155.89,Amerisource Bergen Corporation,10+ years,RENT,50000.0,Verified,Fully Paid,moving,TX,19.44,0.0,3.0,8.0,0.0,27838.0,34.0,0.0,13155.32435,12563.74,1786.83,0.0,1102.92,24.4407,373.26,0.0,0.0,A
1313,1081190.0,8000.0,2000.0, 60 months,20.30%,180.96,Sunrise Church Creek,4 years,RENT,64000.0,Not Verified,Fully Paid,debt_consolidation,TX,12.98,0.0,1.0,7.0,0.0,24473.0,24.0,0.0,18176.73103,54.82,393.91,0.0,0.0,0.0,393.08,0.0,0.0,B
1314,1038147.0,7500.0,10000.0, 36 months,14.27%,390.88,Chevron,6 years,MORTGAGE,28800.0,Not Verified,Charged Off,house,AZ,22.86,0.0,0.0,2.0,0.0,1583.0,38.0,1028.29,13133.46019,28000.0,1286.25,0.0,0.0,0.9,506.12,0.0,0.0,A
1315,1109939.0,17000.0,19000.0, 36 months,12.42%,412.8,Texas Roadhouse,3 years,RENT,40000.0,Source Verified,Fully Paid,vacation,GA,14.4,0.0,2.0,9.0,1.0,2238.0,30.0,0.0,40834.67571,1500.0,5103.45,0.0,0.0,0.0,463.96,0.0,0.0,E
1316,1299774.0,4000.0,8000.0, 60 months,10.59%,938.31,Quality King,7 years,MORTGAGE,72000.0,Not Verified,Fully Paid,debt_consolidation,FL,22.84,0.0,0.0,4.0,0.0,53262.0,35.0,0.0,9304.92,25000.0,2944.68,0.0,0.0,0.0,12471.14,0.0,0.0,A
1317,1055837.0,5600.0,3375.0, 36 months,6.03%,96.79,Harvey Nash Inc,9 years,RENT,60000.0,Source Verified,Charged Off,debt_consolidation,GA,18.22,0.0,2.0,13.0,0.0,42865.0,22.0,0.0,24983.11,15600.0,809.68,0.0,0.0,0.0,1510.88,0.0,0.0,B
1318,1208258.0,2100.0,10000.0, 60 months,6.62%,488.6,"Walmart Stores, Inc.",10+ years,MORTGAGE,54000.0,Source Verified,Charged Off,debt_consolidation,GA,24.45,0.0,0.0,5.0,0.0,53737.0,15.0,0.0,42703.34938,143.43,1439.87,0.0,0.0,0.0,949.03,0.0,0.0,B
